ID	Name	Team	Position	Age	nhlId	BirthDate
389	Blaine Byron	N/A	Forward	26	8477319	1995-02-21
390	Blair Jones	N/A	Forward	34	8471767	1986-09-27
391	Blake Biondi	Montréal Canadiens	Forward	19	8482114	2002-04-24
392	Blake Coleman	Calgary Flames	Forward	29	8476399	1991-11-28
393	Blake Comeau	Dallas Stars	Forward	35	8471260	1986-02-18
394	Blake Geoffrion	N/A	Forward	33	8473608	1988-02-03
395	Blake Heinrich	N/A	Defenseman	26	8477376	1995-02-17
396	Blake Hillman	N/A	Defenseman	25	8479595	1996-01-26
397	Blake Lizotte	Los Angeles Kings	Forward	23	8481481	1997-12-13
398	Blake McLaughlin	Anaheim Ducks	Forward	21	8480816	2000-02-14
399	Blake Murray	Carolina Hurricanes	Forward	20	8481677	2001-07-05
400	Blake Pietila	N/A	Forward	28	8476370	1993-02-20
401	Blake Siebenaler	N/A	Defenseman	25	8478008	1996-02-27
402	Blake Speers	Arizona Coyotes	Forward	24	8478480	1997-01-02
403	Blake Wheeler	Winnipeg Jets	Forward	35	8471218	1986-08-31
404	Bo Horvat	Vancouver Canucks	Forward	26	8477500	1995-04-05
405	Bobby Brink	Philadelphia Flyers	Forward	20	8481553	2001-07-08
406	Bobby Butler	N/A	Forward	34	8475637	1987-04-26
407	Bobby Farnham	N/A	Forward	32	8476769	1989-01-21
408	Bobby Robins	N/A	Forward	39	8472365	1981-10-17
409	Bobby Ryan	N/A	Forward	34	8471676	1987-03-17
410	Bobby Sanguinetti	N/A	Defenseman	33	8473610	1988-02-29
411	Bode Wilde	New York Islanders	Defenseman	21	8480826	2000-01-24
412	Bogdan Kiselevich	N/A	Defenseman	31	8480955	1990-02-14
413	Bogdan Trineyev	Washington Capitals	Forward	19	8482167	2002-03-04
414	Bogdan Yakimov	Edmonton Oilers	Forward	26	8477410	1994-10-04
415	Bokondji Imama	Arizona Coyotes	Forward	25	8478147	1996-08-03
416	Boo Nieves	N/A	Forward	27	8476922	1994-01-23
417	Boone Jenner	Columbus Blue Jackets	Forward	28	8476432	1993-06-15
418	Boris Katchouk	Tampa Bay Lightning	Forward	23	8479383	1998-06-18
419	Borna Rendulic	N/A	Forward	29	8477916	1992-03-25
420	Bowen Byram	Colorado Avalanche	Defenseman	20	8481524	2001-06-13
421	Boyd Gordon	N/A	Forward	37	8470159	1983-10-19
422	Bracken Kearns	N/A	Forward	40	8471996	1981-05-12
423	Brad Boyes	N/A	Forward	39	8468504	1982-04-17
424	Brad Hunt	Vancouver Canucks	Defenseman	33	8476779	1988-08-24
425	Brad Malone	N/A	Forward	32	8474089	1989-05-20
426	Brad Marchand	Boston Bruins	Forward	33	8473419	1988-05-11
427	Brad Mills	N/A	Forward	38	8473927	1983-05-03
428	Brad Morrison	N/A	Forward	24	8478849	1997-01-04
429	Brad Richards	N/A	Forward	41	8467389	1980-05-02
430	Brad Richardson	N/A	Forward	36	8470755	1985-02-04
431	Brad Staubitz	N/A	Forward	37	8471521	1984-07-28
432	Brad Stuart	N/A	Defenseman	41	8467331	1979-11-06
433	Brad Thiessen	N/A	Goalie	35	8475097	1986-03-19
434	Brad Winchester	N/A	Forward	40	8468515	1981-03-01
435	Braden Doyle	Los Angeles Kings	Defenseman	20	8481750	2001-08-24
436	Braden Hache	Florida Panthers	Defenseman	18	8482901	2003-05-21
437	Braden Holtby	Dallas Stars	Goalie	32	8474651	1989-09-16
438	Braden Schneider	New York Rangers	Defenseman	19	8482073	2001-09-20
439	Brady Austin	N/A	Defenseman	28	8477041	1993-06-16
440	Brady Gilmour	N/A	Forward	22	8480262	1999-04-18
441	Brady Keeper	Vancouver Canucks	Defenseman	25	8481442	1996-06-05
442	Brady Skjei	Carolina Hurricanes	Defenseman	27	8476869	1994-03-26
443	Brady Tkachuk	Ottawa Senators	Forward	22	8480801	1999-09-16
444	Brady Vail	N/A	Forward	27	8476980	1994-03-11
445	Branden Troock	N/A	Forward	27	8476938	1994-03-20
446	Brandon Baddock	Montréal Canadiens	Forward	26	8477631	1995-03-29
447	Brandon Bollig	N/A	Forward	34	8475650	1987-01-31
448	Brandon Carlo	Boston Bruins	Defenseman	24	8478443	1996-11-26
449	Brandon Coe	San Jose Sharks	Forward	19	8482086	2001-12-01
450	Brandon Crawley	N/A	Defenseman	24	8479027	1997-02-02
451	Brandon Davidson	Buffalo Sabres	Defenseman	30	8475869	1991-08-21
452	Brandon DeFazio	N/A	Forward	33	8476214	1988-09-13
453	Brandon Dubinsky	N/A	Forward	35	8471273	1986-04-29
454	Brandon Duhaime	Minnesota Wild	Forward	24	8479520	1997-05-22
455	Brandon Gignac	N/A	Forward	23	8479330	1997-11-07
456	Brandon Gormley	N/A	Defenseman	29	8475759	1992-02-18
457	Brandon Hagel	Chicago Blackhawks	Forward	23	8479542	1998-08-27
458	Brandon Halverson	N/A	Goalie	25	8477990	1996-03-29
459	Brandon Hickey	N/A	Defenseman	25	8477995	1996-04-13
460	Brandon Kozun	N/A	Forward	31	8475295	1990-03-08
461	Brandon Kruse	Vegas Golden Knights	Forward	22	8481067	1999-02-26
462	Brandon Manning	N/A	Defenseman	31	8475430	1990-06-04
463	Brandon Mashinter	N/A	Forward	32	8474850	1988-09-20
464	Brandon McMillan	N/A	Forward	31	8474646	1990-03-22
465	Brandon Montour	Florida Panthers	Defenseman	27	8477986	1994-04-11
466	Brandon Pirri	N/A	Forward	30	8475204	1991-04-10
467	Brandon Prust	N/A	Forward	37	8471283	1984-03-16
468	Brandon Saad	St. Louis Blues	Forward	28	8476438	1992-10-27
469	Brandon Saigeon	N/A	Forward	23	8479460	1998-06-14
470	Brandon Segal	N/A	Forward	38	8469755	1983-07-12
471	Brandon Sutter	Vancouver Canucks	Forward	32	8474091	1989-02-14
472	Brandon Tanev	Seattle Kraken	Forward	29	8479293	1991-12-31
473	Brandon Whitney	N/A	Goalie	27	8477051	1994-05-11
474	Brandon Yip	N/A	Forward	36	8471450	1985-04-25
475	Brandt Clarke	Los Angeles Kings	Defenseman	18	8482730	2003-02-09
476	Brayden McNabb	Vegas Golden Knights	Defenseman	30	8475188	1991-01-21
477	Brayden Point	Tampa Bay Lightning	Forward	25	8478010	1996-03-13
478	Brayden Schenn	St. Louis Blues	Forward	30	8475170	1991-08-22
479	Brayden Tracey	Anaheim Ducks	Forward	20	8481530	2001-05-28
480	Braydon Coburn	N/A	Defenseman	36	8470601	1985-02-27
481	Braydyn Chizen	N/A	Defenseman	23	8479569	1998-05-09
482	Brendan Bell	N/A	Defenseman	38	8469516	1983-03-31
483	Brendan Brisson	Vegas Golden Knights	Forward	19	8482153	2001-10-22
484	Brendan Burke	N/A	Goalie	26	8477396	1995-03-11
485	Brendan Collier	N/A	Forward	27	8477049	1993-10-08
486	Brendan De Jong	N/A	Defenseman	23	8480243	1998-03-23
487	Brendan Gallagher	Montréal Canadiens	Forward	29	8475848	1992-05-06
488	Brendan Gaunce	Columbus Blue Jackets	Forward	27	8476867	1994-03-25
489	Brendan Guhle	Anaheim Ducks	Defenseman	24	8478425	1997-07-29
490	Brendan Leipsic	N/A	Forward	27	8476894	1994-05-19
491	Brendan Lemieux	Los Angeles Kings	Forward	25	8477962	1996-03-15
492	Brendan Mikkelson	N/A	Defenseman	34	8471705	1987-06-22
493	Brendan Morrison	N/A	Forward	46	8459461	1975-08-15
494	Brendan Perlini	Edmonton Oilers	Forward	25	8477943	1996-04-27
495	Brendan Ranford	N/A	Forward	29	8475896	1992-05-03
496	Brendan Shinnimin	N/A	Forward	30	8475996	1991-01-07
497	Brendan Smith	Carolina Hurricanes	Defenseman	32	8474090	1989-02-08
498	Brendan Warren	N/A	Forward	24	8478429	1997-05-07
499	Brendan Woods	N/A	Forward	29	8476944	1992-06-11
500	Brenden Dillon	Winnipeg Jets	Defenseman	30	8475455	1990-11-13
501	Brenden Kichton	N/A	Defenseman	29	8476006	1992-06-18
502	Brenden Morrow	N/A	Forward	42	8466160	1979-01-16
503	Brennan Menell	Toronto Maple Leafs	Defenseman	24	8479734	1997-05-24
504	Brennan Othmann	New York Rangers	Forward	18	8482747	2003-01-05
505	Brent Burns	San Jose Sharks	Defenseman	36	8470613	1985-03-09
506	Brent Gates Jr.	N/A	Forward	24	8478836	1997-08-12
507	Brent Johnson	Washington Capitals	Defenseman	18	8482723	2003-03-20
508	Brent Johnson	N/A	Goalie	44	8462161	1977-03-12
509	Brent Moran	N/A	Goalie	25	8478045	1996-07-05
510	Brent Pedersen	N/A	Forward	26	8477358	1995-07-05
511	Brent Regner	N/A	Defenseman	32	8474698	1989-05-17
512	Brent Seabrook	Tampa Bay Lightning	Defenseman	36	8470607	1985-04-20
513	Brett Bellemore	N/A	Defenseman	33	8474135	1988-06-25
514	Brett Berard	New York Rangers	Forward	19	8482132	2002-09-09
515	Brett Bulmer	N/A	Forward	29	8475757	1992-04-26
516	Brett Carson	N/A	Defenseman	35	8471321	1985-11-29
517	Brett Clark	N/A	Defenseman	44	8465122	1976-12-23
518	Brett Connolly	Chicago Blackhawks	Forward	29	8475792	1992-05-02
519	Brett Davis	N/A	Forward	22	8480240	1999-06-01
520	Brett Festerling	N/A	Defenseman	35	8471978	1986-03-03
521	Brett Gallant	N/A	Forward	32	8474236	1988-12-28
522	Brett Harrison	Boston Bruins	Forward	18	8482739	2003-06-07
523	Brett Howden	Vegas Golden Knights	Forward	23	8479353	1998-03-29
524	Brett Kulak	Montréal Canadiens	Defenseman	27	8476967	1994-01-06
525	Brett Leason	Washington Capitals	Forward	22	8481517	1999-04-30
526	Brett Lebda	N/A	Defenseman	39	8471187	1982-01-15
527	Brett Lernout	N/A	Defenseman	25	8478004	1995-09-24
528	Brett MacLean	N/A	Forward	32	8474050	1988-12-24
529	Brett McKenzie	N/A	Forward	24	8478479	1997-03-12
530	Brett Murray	Buffalo Sabres	Forward	23	8479419	1998-07-20
531	Brett Pesce	Carolina Hurricanes	Defenseman	26	8477488	1994-11-15
532	Brett Pollock	N/A	Forward	25	8477976	1996-03-17
533	Brett Ritchie	Calgary Flames	Forward	28	8476439	1993-07-01
534	Brett Seney	Toronto Maple Leafs	Forward	25	8478881	1996-02-28
535	Brett Stapley	Montréal Canadiens	Forward	22	8481079	1999-02-23
536	Brett Sterling	N/A	Forward	37	8470737	1984-04-24
537	Brett Sutter	N/A	Forward	34	8471840	1987-06-02
538	Brian Boucher	N/A	Goalie	44	8462052	1977-01-02
539	Brian Boyle	N/A	Forward	36	8470619	1984-12-18
540	Brian Campbell	N/A	Defenseman	42	8466285	1979-05-23
541	Brian Cooper	N/A	Defenseman	27	8476942	1993-11-01
542	Brian Dumoulin	Pittsburgh Penguins	Defenseman	30	8475208	1991-09-06
543	Brian Elliott	Tampa Bay Lightning	Goalie	36	8470880	1985-04-09
544	Brian Ferlin	N/A	Forward	29	8476363	1992-06-03
545	Brian Flynn	New Jersey Devils	Forward	33	8476808	1988-07-26
546	Brian Foster	N/A	Goalie	34	8471822	1987-02-04
547	Brian Gibbons	N/A	Forward	33	8476207	1988-02-26
548	Brian Gionta	N/A	Forward	42	8467407	1979-01-18
549	Brian Hart	N/A	Forward	27	8476928	1993-11-25
550	Brian Lashoff	Detroit Red Wings	Defenseman	31	8474873	1990-07-16
551	Brian Lee	N/A	Defenseman	34	8471683	1987-03-26
552	Brian McGrattan	N/A	Forward	40	8467977	1981-09-02
553	Brian O'Neill	N/A	Forward	33	8476772	1988-06-01
554	Brian Pinho	Washington Capitals	Forward	26	8477314	1995-05-11
555	Brian Rolston	N/A	Forward	48	8458525	1973-02-21
556	Brian Strait	N/A	Defenseman	33	8473565	1988-01-04
557	Brian Zanetti	Philadelphia Flyers	Defenseman	18	8482930	2003-03-15
558	Brinson Pasichnuk	San Jose Sharks	Defenseman	23	8482369	1997-11-24
559	Brock Boeser	Vancouver Canucks	Forward	24	8478444	1997-02-25
560	Brock Faber	Los Angeles Kings	Defenseman	19	8482122	2002-08-22
561	Brock McGinn	Pittsburgh Penguins	Forward	27	8476934	1994-02-02
562	Brock Nelson	New York Islanders	Forward	29	8475754	1991-10-15
563	Brody Lamb	New York Rangers	Forward	18	8482928	2003-08-30
564	Brody Sutter	N/A	Forward	29	8475980	1991-09-26
565	Brogan Rafferty	Anaheim Ducks	Defenseman	26	8481479	1995-05-28
566	Brooks Laich	N/A	Forward	38	8469639	1983-06-23
567	Brooks Orpik	N/A	Defenseman	40	8468498	1980-09-26
568	Bruno Gervais	N/A	Defenseman	36	8470774	1984-10-03
569	Bryan Allen	N/A	Defenseman	41	8467332	1980-08-21
570	Bryan Bickell	N/A	Forward	35	8471254	1986-03-09
571	Bryan Lerg	N/A	Forward	35	8474516	1986-01-20
572	Bryan Little	Winnipeg Jets	Forward	33	8473412	1987-11-12
573	Bryan Rodney	N/A	Defenseman	37	8470988	1984-04-22
574	Bryan Rust	Pittsburgh Penguins	Forward	29	8475810	1992-05-11
575	Bryce Brodzinski	Philadelphia Flyers	Forward	21	8481735	2000-08-09
576	Bryce Misley	N/A	Forward	22	8480204	1999-09-05
577	Bryce Montgomery	Carolina Hurricanes	Defenseman	18	8482888	2002-11-12
578	Bryce Salvador	N/A	Defenseman	45	8460626	1976-02-11
579	Bryce Van Brabant	N/A	Forward	29	8477847	1991-11-12
580	Brycen Martin	N/A	Defenseman	25	8478005	1996-05-09
581	Bud Holloway	N/A	Forward	33	8473431	1988-03-01
582	Buddy Robinson	Anaheim Ducks	Forward	29	8477210	1991-09-30
583	Bulat Shafigullin	Los Angeles Kings	Forward	21	8480978	1999-12-29
584	Byron Bitz	N/A	Forward	37	8470700	1984-07-21
585	Byron Froese	Calgary Flames	Forward	30	8475278	1991-03-12
586	C.J. Smith	Carolina Hurricanes	Forward	26	8480083	1994-12-01
587	C.J. Yakimowicz	N/A	Forward	25	8478100	1996-01-26
588	CJ Suess	Winnipeg Jets	Forward	27	8478058	1994-03-17
589	Cade Fairchild	N/A	Defenseman	32	8474029	1989-01-15
590	Cade Webber	Carolina Hurricanes	Defenseman	20	8481570	2001-01-05
591	Caedan Bankier	Minnesota Wild	Forward	18	8482863	2003-01-26
592	Cal Clutterbuck	New York Islanders	Forward	33	8473504	1987-11-18
593	Cal Foote	Tampa Bay Lightning	Defenseman	22	8479984	1998-12-13
594	Cal O'Reilly	N/A	Forward	34	8471811	1986-09-30
595	Cal Thomas	Arizona Coyotes	Defenseman	18	8482938	2003-05-08
596	Cale Fleury	Seattle Kraken	Defenseman	22	8479985	1998-11-19
597	Cale Makar	Colorado Avalanche	Defenseman	22	8480069	1998-10-30
598	Caleb Jones	Chicago Blackhawks	Defenseman	24	8478452	1997-06-06
599	Calen Addison	Minnesota Wild	Defenseman	21	8480884	2000-04-11
600	Calle Andersson	N/A	Defenseman	27	8476957	1994-05-16
601	Calle Clang	Pittsburgh Penguins	Goalie	19	8482477	2002-05-20
602	Calle Jarnkrok	Seattle Kraken	Forward	29	8475714	1991-09-25
603	Calle Rosen	St. Louis Blues	Defenseman	27	8480157	1994-02-02
604	Calle Sjalin	N/A	Defenseman	22	8480228	1999-09-02
605	Callum Booth	Boston Bruins	Goalie	24	8478473	1997-05-21
606	Calvin Heeter	N/A	Goalie	32	8476763	1988-11-02
607	Calvin Petersen	Los Angeles Kings	Goalie	26	8477361	1994-10-19
608	Calvin Pickard	Detroit Red Wings	Goalie	29	8475717	1992-04-15
609	Calvin Thurkauf	Columbus Blue Jackets	Forward	24	8479557	1997-06-27
610	Calvin de Haan	Chicago Blackhawks	Defenseman	30	8475177	1991-05-09
611	Cam Atkinson	Philadelphia Flyers	Forward	32	8474715	1989-06-05
612	Cam Barker	N/A	Defenseman	35	8471216	1986-04-04
613	Cam Clarke	N/A	Defenseman	25	8479590	1996-05-15
614	Cam Dineen	Arizona Coyotes	Defenseman	23	8479341	1998-06-19
615	Cam Fowler	Anaheim Ducks	Defenseman	29	8475764	1991-12-05
616	Cam Janssen	N/A	Forward	37	8470123	1984-04-15
617	Cam Morrison	Chicago Blackhawks	Forward	23	8479386	1998-08-27
618	Cam Talbot	Minnesota Wild	Goalie	34	8475660	1987-07-05
619	Cam Ward	N/A	Goalie	37	8470320	1984-02-29
620	Cam York	Philadelphia Flyers	Defenseman	20	8481546	2001-01-05
621	Cameron Berg	New York Islanders	Forward	19	8482932	2002-01-29
622	Cameron Crotty	Arizona Coyotes	Defenseman	22	8480075	1999-05-05
623	Cameron Darcy	N/A	Forward	27	8478112	1994-03-02
624	Cameron Gaunce	N/A	Defenseman	31	8474611	1990-03-19
625	Cameron Hillis	Montréal Canadiens	Forward	21	8480858	2000-06-24
626	Cameron Hughes	Boston Bruins	Forward	24	8478888	1996-10-09
627	Cameron MacDonald	Tampa Bay Lightning	Forward	18	8482937	2003-05-04
628	Cameron Schilling	N/A	Defenseman	32	8476799	1988-10-07
629	Cameron Whynot	Calgary Flames	Defenseman	18	8482735	2003-05-05
630	Carey Price	Montréal Canadiens	Goalie	34	8471679	1987-08-16
631	Carl Dahlstrom	Toronto Maple Leafs	Defenseman	26	8477472	1995-01-28
632	Carl Grundstrom	Los Angeles Kings	Forward	23	8479336	1997-12-01
633	Carl Gunnarsson	N/A	Defenseman	34	8474125	1986-11-09
634	Carl Hagelin	Washington Capitals	Forward	33	8474176	1988-08-23
635	Carl Klingberg	N/A	Forward	30	8475159	1991-01-28
636	Carl Lindbom	Vegas Golden Knights	Goalie	18	8482761	2003-05-20
637	Carl Neill	N/A	Defenseman	25	8478253	1996-07-06
638	Carl Sneep	N/A	Defenseman	33	8473539	1987-11-05
639	Carl Soderberg	N/A	Forward	35	8471262	1985-10-12
640	Carlo Colaiacovo	N/A	Defenseman	38	8469470	1983-01-27
641	Carsen Twarynski	Seattle Kraken	Forward	23	8479358	1997-11-24
642	Carson Bantle	Arizona Coyotes	Forward	19	8482490	2002-01-22
643	Carson Focht	Vancouver Canucks	Forward	21	8481192	2000-02-04
644	Carson Lambos	Minnesota Wild	Defenseman	18	8482781	2003-01-14
645	Carson Latimer	Ottawa Senators	Forward	18	8482872	2003-01-10
646	Carson McMillan	N/A	Forward	33	8474077	1988-09-10
647	Carson Meyer	Columbus Blue Jackets	Forward	24	8480292	1997-08-18
648	Carson Soucy	Seattle Kraken	Defenseman	27	8477369	1994-07-27
649	Carter Ashton	N/A	Forward	30	8475154	1991-04-01
650	Carter Bancks	N/A	Forward	32	8474844	1989-08-09
651	Carter Berger	Florida Panthers	Defenseman	22	8481742	1999-09-17
652	Carter Camper	N/A	Forward	33	8476211	1988-07-06
653	Carter Gylander	Detroit Red Wings	Goalie	20	8481757	2001-06-05
654	Carter Hart	Philadelphia Flyers	Goalie	23	8479394	1998-08-13
655	Carter Hutton	Arizona Coyotes	Goalie	35	8475622	1985-12-19
656	Carter Mazur	Detroit Red Wings	Forward	19	8482802	2002-03-28
657	Carter Rowney	N/A	Forward	32	8477240	1989-05-10
658	Carter Savoie	Edmonton Oilers	Forward	19	8482108	2002-01-23
659	Carter Verhaeghe	Florida Panthers	Forward	26	8477409	1995-08-14
660	Case McCarthy	New Jersey Devils	Defenseman	20	8481566	2001-01-09
661	Casey Bailey	N/A	Forward	29	8478376	1991-10-27
662	Casey Cizikas	N/A	Forward	30	8475231	1991-02-27
663	Casey DeSmith	Pittsburgh Penguins	Goalie	30	8479193	1991-08-13
664	Casey Fitzgerald	Buffalo Sabres	Defenseman	24	8479578	1997-02-25
665	Casey Mittelstadt	Buffalo Sabres	Forward	22	8479999	1998-11-22
666	Casey Nelson	N/A	Defenseman	29	8479268	1992-07-18
667	Casey Staum	N/A	Defenseman	23	8479585	1998-01-08
668	Casey Wellman	N/A	Forward	33	8475602	1987-10-18
669	Cayden Primeau	Montréal Canadiens	Goalie	22	8480051	1999-08-11
670	Cedric Paquette	Montréal Canadiens	Forward	28	8476975	1993-08-13
671	Cedric Pare	N/A	Forward	22	8480249	1999-01-24
672	Cedrick Desjardins	N/A	Goalie	35	8473638	1985-09-30
673	Chad Billins	N/A	Defenseman	32	8476827	1989-05-26
674	Chad Johnson	N/A	Goalie	35	8473434	1986-06-10
675	Chad Krys	Chicago Blackhawks	Defenseman	23	8479342	1998-04-10
676	Chad LaRose	N/A	Forward	39	8469812	1982-03-27
677	Chad Rau	N/A	Forward	34	8471885	1987-01-18
678	Chad Ruhwedel	Pittsburgh Penguins	Defenseman	31	8477244	1990-05-07
679	Chad Yetman	Chicago Blackhawks	Forward	21	8481802	2000-02-18
680	Chandler Romeo	Ottawa Senators	Defenseman	18	8482946	2003-07-16
681	Chandler Stephenson	Vegas Golden Knights	Forward	27	8476905	1994-04-22
682	Charles Hudon	Tampa Bay Lightning	Forward	27	8476948	1994-06-23
683	Charlie Coyle	Boston Bruins	Forward	29	8475745	1992-03-02
684	Charlie Lindgren	St. Louis Blues	Goalie	27	8479292	1993-12-18
685	Charlie McAvoy	Boston Bruins	Defenseman	23	8479325	1997-12-21
686	Chase Balisy	N/A	Forward	29	8476322	1992-02-02
687	Chase Bradley	Detroit Red Wings	Forward	19	8482507	2002-01-09
688	Chase Clark	Washington Capitals	Goalie	19	8482939	2002-04-08
689	Chase De Leo	New Jersey Devils	Forward	25	8478029	1995-10-25
690	Chase Lang	N/A	Forward	25	8478095	1996-09-13
691	Chase McLane	Nashville Predators	Forward	21	8482508	2000-04-22
692	Chase Pearson	Detroit Red Wings	Forward	24	8478486	1997-08-23
693	Chase Perry	N/A	Goalie	25	8478065	1996-02-08
694	Chase Priskie	Florida Panthers	Defenseman	25	8479597	1996-03-19
695	Chase Stillman	New Jersey Devils	Forward	18	8482714	2003-03-19
696	Chase Yoder	Pittsburgh Penguins	Forward	19	8482195	2002-05-28
697	Chay Genoway	N/A	Defenseman	34	8476224	1986-12-20
698	Chaz Lucius	Winnipeg Jets	Forward	18	8482780	2003-05-02
699	Chaz Reddekopp	N/A	Defenseman	24	8478448	1997-01-01
700	Chris Bigras	N/A	Defenseman	26	8477453	1995-02-22
701	Chris Bourque	N/A	Forward	35	8471246	1986-01-29
702	Chris Breen	N/A	Defenseman	32	8475648	1989-06-29
703	Chris Brown	N/A	Forward	30	8475161	1991-02-03
704	Chris Butler	N/A	Defenseman	34	8471761	1986-10-27
705	Chris Calnan	N/A	Forward	27	8476895	1994-05-05
706	Chris Campoli	N/A	Defenseman	37	8470329	1984-07-09
707	Chris Conner	N/A	Forward	37	8472368	1983-12-23
708	Chris Driedger	Seattle Kraken	Goalie	27	8476904	1994-05-18
709	Chris Higgins	N/A	Forward	38	8470274	1983-06-02
710	Chris Kelly	N/A	Forward	40	8467967	1980-11-11
711	Chris Kreider	New York Rangers	Forward	30	8475184	1991-04-30
712	Chris Kunitz	N/A	Forward	41	8470543	1979-09-26
713	Chris Leblanc	N/A	Forward	28	8477394	1993-09-12
714	Chris Martenet	N/A	Defenseman	24	8478411	1996-09-25
715	Chris Mason	N/A	Goalie	45	8462152	1976-04-20
716	Chris Mueller	N/A	Forward	35	8474535	1986-03-06
717	Chris Neil	N/A	Forward	42	8467493	1979-06-18
718	Chris Phillips	N/A	Defenseman	43	8464956	1978-03-09
719	Chris Porter	N/A	Forward	37	8470871	1984-05-29
720	Chris Pronger	N/A	Defenseman	46	8459424	1974-10-10
721	Chris Stewart	N/A	Forward	33	8473485	1987-10-30
722	Chris Summers	N/A	Defenseman	33	8473589	1988-02-05
723	Chris Terry	N/A	Forward	32	8474052	1989-04-07
724	Chris Thorburn	N/A	Forward	38	8469501	1983-06-03
725	Chris Tierney	Ottawa Senators	Forward	27	8476919	1994-07-01
726	Chris VandeVelde	N/A	Forward	34	8471762	1987-03-15
727	Chris Wagner	Boston Bruins	Forward	30	8475780	1991-05-27
728	Chris Wideman	Montréal Canadiens	Defenseman	31	8475227	1990-01-07
729	Christian Djoos	N/A	Defenseman	27	8477043	1994-08-06
730	Christian Dvorak	Arizona Coyotes	Forward	25	8477989	1996-02-02
731	Christian Ehrhoff	N/A	Defenseman	39	8469555	1982-07-06
732	Christian Fischer	Arizona Coyotes	Forward	24	8478432	1997-04-15
733	Christian Folin	N/A	Defenseman	30	8477850	1991-02-09
734	Christian Jaros	New Jersey Devils	Defenseman	25	8478868	1996-04-02
735	Christian Krygier	New York Islanders	Defenseman	21	8481049	2000-05-05
736	Christian Thomas	N/A	Forward	29	8475749	1992-05-26
737	Christian Wolanin	Los Angeles Kings	Defenseman	26	8478846	1995-03-17
738	Christoffer Ehn	N/A	Forward	25	8478036	1996-04-05
739	Christoph Bertschy	N/A	Forward	27	8477006	1994-04-05
740	Christophe Lalancette	N/A	Forward	27	8476959	1994-05-06
741	Christopher Brown	N/A	Forward	25	8478080	1996-02-22
742	Christopher Clapperton	N/A	Forward	27	8477354	1994-02-22
743	Christopher DiDomenico	N/A	Forward	32	8474018	1989-02-20
744	Christopher Gibson	Florida Panthers	Goalie	28	8476444	1992-12-27
745	Christopher Paquette	N/A	Forward	23	8479537	1998-03-27
746	Christopher Tanev	Calgary Flames	Defenseman	31	8475690	1989-12-20
747	Christopher Wilkie	N/A	Forward	25	8478885	1996-07-10
